sku,attribute_set_code,product_type,categories,product_websites,name,description,weight,product_online,tax_class_name,visibility,price,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,qty,is_in_stock,website_id,additional_images,additional_image_labels,njm_sku,njm_name,dimensions
wi-001100,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Stools and Ottomans",base,Pembroke stool,"<p>Modern and masculine, fashionable and approachable, the Pembroke counter chair stool has a wide appeal. This sensational design with a walnut-effect plywood frame, light foam padding, and black faux leather seating. Also included are non-marking feet and a chrome-plated steel footrest. The affordable counter stool requires assembly and should be wiped clean with a damp cloth.</p>
<p>Features:</p>
<ul>
<li>- Contemporary bar stool </li>
<li>- Walnut-effect plywood frame </li>
<li>- Black faux leather seat </li>
<li>- Polyurethane foam cushioning </li>
<li>- Non-marking feet </li>
<li>- Assembly required </li>
<li>- Wipe clean with a damp cloth</li>
</ul>",20,1,Taxable Goods,"Catalog, Search",279,Pembroke-stool.jpg,,Pembroke-stool.jpg,,Pembroke-stool.jpg,,1000,1,0,"Pembroke-stool1.jpg,Pembroke-stool2.jpg,Pembroke-stool3.jpg,Pembroke-stool4.jpg",,27W-SD-2222-9,quigley stool,"16.62""W x 15.25""D x 27.25""H <br />Arm height: 33.87"" <br />Shipping Package: 26""W x 23""H x 13""D --- 19Lbs</p>"
tf-000959,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Living Room Chair",base,Pendleton armchair,"A stunning celebration of modern style, A+D Modern's Pendleton armchair is a showstopper in any space. Transparent Lucite side panels support the easy angles of the comfortably cushioned seat pieces, that are removable and reversible, finished in a selection of upholstery options.",98,1,Taxable Goods,"Catalog, Search",1499,Pendleton-armchair.jpg,,Pendleton-armchair.jpg,,Pendleton-armchair.jpg,,1000,1,0,"Pendleton-armchair1.jpg,Pendleton-armchair2.jpg,Pendleton-armchair3.jpg,Pendleton-armchair4.jpg,Pendleton-armchair5.jpg,Pendleton-armchair6.jpg,Pendleton-armchair7.jpg,Pendleton-armchair8.jpg",,25T-TOV-A126,luke armchair,"30.1""W x 37""D x 34""H"
tf-000980,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Living Room Chair",base,Pendleton fabric armchair,"A stunning celebration of modern style, A+D Modern's Pendleton fabric armchair is a showstopper in any space. Transparent Lucite side panels support the easy angles of the comfortably cushioned seat pieces, that are removable and reversible, finished in a selection of upholstery options.",83,1,Taxable Goods,"Catalog, Search",1399,Pendleton-fabric-armchair.jpg,,Pendleton-fabric-armchair.jpg,,Pendleton-fabric-armchair.jpg,,1000,1,0,"Pendleton-fabric-armchair1.jpg,Pendleton-fabric-armchair2.jpg,Pendleton-fabric-armchair3.jpg,Pendleton-fabric-armchair4.jpg,Pendleton-fabric-armchair5.jpg,Pendleton-fabric-armchair6.jpg,Pendleton-fabric-armchair7.jpg,Pendleton-fabric-armchair8.jpg,Pendleton-fabric-armchair9.jpg,Pendleton-fabric-armchair10.jpg,Pendleton-fabric-armchair11.jpg,Pendleton-fabric-armchair12.jpg,Pendleton-fabric-armchair13.jpg,Pendleton-fabric-armchair14.jpg,Pendleton-fabric-armchair15.jpg,Pendleton-fabric-armchair16.jpg,Pendleton-fabric-armchair17.jpg",,25T-TOV-A94,luke fabric armchair,"30.1""W x 37""D x 34""H"
tf-000960,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Living Room Chair",base,Penfield armchair,"Striking from all sides, A+D Modern's Penfield armchair offers a beautiful seating element in any space it sits. Finished in textured, pearl eco-leather, the clean lines of the gold tone frame create an elegant finish for this glimmering showstopper. Also available in plush navy or soft mauve velvet.",60,1,Taxable Goods,"Catalog, Search",1299,Penfield-armchair.jpg,,Penfield-armchair.jpg,,Penfield-armchair.jpg,,1000,1,0,"Penfield-armchair1.jpg,Penfield-armchair2.jpg,Penfield-armchair3.jpg,Penfield-armchair4.jpg,Penfield-armchair5.jpg,Penfield-armchair6.jpg",,25T-TOV-A138,love armchair,"29.1""W x 36.2""D x 34.5""H"
zm-001272,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Living Room Chair",base,Perinton armchair,"Our Perinton armchair features a curved shell frame in cobalt blue polyblend upholstery, contrasting grey button tuft accents and seat cushion, and flared, solid wood legs. On its own, or paired with the matching Perinton settee, this comfortable mid-century inspired armchair is ideal for daily use in any home seating arrangement. ",44,1,Taxable Goods,"Catalog, Search",1399,Perinton-armchair.jpg,,Perinton-armchair.jpg,,Perinton-armchair.jpg,,1000,1,0,"Perinton-armchair1.jpg,Perinton-armchair2.jpg,Perinton-armchair3.jpg,Perinton-armchair4.jpg",,29Z-900064,liege chair,"W35"" x D31"" x H35.4""<br />SW20.5"", SD22.4"", SH16.5"", AH28"""
zm-001271,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Style Sofas",base,Perinton settee,"Our two seater Perinton settee features a curved shell frame in gray polyblend upholstery, button tuft accents, contrasting cobalt blue seat cushion, and flared, solid wood legs. On its own, or paired with the matching Perinton armchair, this comfortable mid-century inspired loveseat is ideal for daily use in any home seating arrangement. ",70,1,Taxable Goods,"Catalog, Search",2299,Perinton-settee.jpg,,Perinton-settee.jpg,,Perinton-settee.jpg,,1000,1,0,"Perinton-settee1.jpg,Perinton-settee2.jpg,Perinton-settee3.jpg,Perinton-settee4.jpg",,29Z-900063,liege settee,"W58.5"" x D29.9"" x H35.4""<br />SW44"", SD22.4"", SH16.5"", AH28"""
nl-000579,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Stools and Ottomans",base,Philipstown barstool,"With its clean lines, our Philipstown bar stool is an instant kitchen classic. It is finished in leather upholstery over CFS foam, with a brushed stainless steel frame.",15,1,Taxable Goods,"Catalog, Search",249,Philipstown-barstool.jpg,,Philipstown-barstool.jpg,,Philipstown-barstool.jpg,,1000,1,0,,,18N-HGBO112,nicholas bar stool,"16 x 17""½ x 34""
<br />seat height: 29""½""
<br />seat depth: 14¾""
<br />footrest height: 13"""
nl-000580,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Stools and Ottomans",base,Philipstown counter stool,"With its clean lines, our Philipstown counter stool is an instant kitchen classic. It is finished in leather upholstery over CFS foam, with a brushed stainless steel frame.",15,1,Taxable Goods,"Catalog, Search",249,Philipstown-counter-stool.jpg,,Philipstown-counter-stool.jpg,,Philipstown-counter-stool.jpg,,1000,1,0,,,18N-HGBO151,nicholas counter stool,"16 x 17""½ x 29""
<br />seat height: 25""½""
<br />seat depth: 14¾""
<br />footrest height: 9"""
zm-001155,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Side and Dining Chair",base,Pittstown dining chair - dark gray,"Honoring traditional modern design, the fine lines of the Pittstown chair present a charming addition to dining rooms and casual seating areas. Constructed from a gently contoured padded seat and back rest in linen polyblend fabric, set on a sturdy rubberwood frame. ",22,1,Taxable Goods,"Catalog, Search",199,Pittstown-dining-chair-dark-gray.jpg,,Pittstown-dining-chair-dark-gray.jpg,,Pittstown-dining-chair-dark-gray.jpg,,1000,1,0,"Pittstown-dining-chair-dark-gray1.jpg,Pittstown-dining-chair-dark-gray2.jpg,Pittstown-dining-chair-dark-gray3.jpg,Pittstown-dining-chair-dark-gray4.jpg",,29Z-100115-Fl,omni dining chair - flint gray,"W19.3"" x D21.7"" x H31.3""<br />SW18.7"", SD15.7', SH18"""
zm-001154,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Side and Dining Chair",base,Pittstown dining chair - light gray,"Honoring traditional modern design, the fine lines of the Pittstown chair present a charming addition to dining rooms and casual seating areas. Constructed from a contour padded seat and back rest in linen polyblend fabric, set on a sturdy rubberwood frame. ",22,1,Taxable Goods,"Catalog, Search",199,Pittstown-dining-chair-light-gray.jpg,,Pittstown-dining-chair-light-gray.jpg,,Pittstown-dining-chair-light-gray.jpg,,1000,1,0,"Pittstown-dining-chair-light-gray1.jpg,Pittstown-dining-chair-light-gray2.jpg,Pittstown-dining-chair-light-gray3.jpg,Pittstown-dining-chair-light-gray4.jpg",,29Z-100114-Do,omni dining chair - dove gray,"W19.3"" x D21.7"" x H31.3""<br />SW18.7"", SD15.7"", SH18"""
zm-001168,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Style Sofas",base,Poland sectional,"A contemporary modern classic, our two-piece Poland sectional offers plenty of style and lounging space for your living room seating. Finished in a chic polyester fabric, with reversible toss pillows, it sits upon polished stainless steel legs.",225,1,Taxable Goods,"Catalog, Search",3229,Poland-sectional.jpg,,Poland-sectional.jpg,,Poland-sectional.jpg,,1000,1,0,"Poland-sectional1.jpg,Poland-sectional2.jpg,Poland-sectional3.jpg",,29Z-100246,nichols sectional,"W116.0 x H30.0 x L90.0"""
zm-001153,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Side and Dining Chair",base,Pomfret dining chair - dark gray,"The Pomfret dining chair combines stylish comfort with elegant modern looks, and is sure to bring a touch of sophistication to your dining room or casual seating needs. Its softly padded seat and back rest, in practical gray linen polyblend, is combined with warm tones of a solid rubberwood base. ",22,1,Taxable Goods,"Catalog, Search",199,Pomfret-dining-chair-dark-gray.jpg,,Pomfret-dining-chair-dark-gray.jpg,,Pomfret-dining-chair-dark-gray.jpg,,1000,1,0,"Pomfret-dining-chair-dark-gray1.jpg,Pomfret-dining-chair-dark-gray2.jpg,Pomfret-dining-chair-dark-gray3.jpg,Pomfret-dining-chair-dark-gray4.jpg",,29Z-100112-Fl,midtown dining chair - flint gray,"W19.3"" x D20"" x H30.9""<br />SW19.3"", SD17.3"", SH17.7"""
zm-001152,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Side and Dining Chair",base,Pomfret dining chair - light gray,"The Pomfret dining chair combines stylish comfort with elegant modern looks, and is sure to bring a touch of sophistication to your dining room or casual seating needs. Its softly padded seat and back rest, in practical gray linen polyblend, is combined with warm tones of a solid rubberwood base.",22,1,Taxable Goods,"Catalog, Search",199,Pomfret-dining-chair-light-gray.jpg,,Pomfret-dining-chair-light-gray.jpg,,Pomfret-dining-chair-light-gray.jpg,,1000,1,0,"Pomfret-dining-chair-light-gray1.jpg,Pomfret-dining-chair-light-gray2.jpg,Pomfret-dining-chair-light-gray3.jpg,Pomfret-dining-chair-light-gray4.jpg",,29Z-100111-Do,midtown dining chair - dove gray,"W19.3"" x D20"" x H30.9""<br />SW19.3"", SD17.3"", SH17.7"""
tf-000999,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Side and Dining Chair",base,Portjervis chair set,"Drawing upon mid-century modern minimalist style, A+D Modern's Portjervis dining chair adds designer elegance to your eating space. The lux gloss-gold base in sturdy steel creates a beautiful contrast with the gently padded seat contour of clean white.",44,1,Taxable Goods,"Catalog, Search",359,Portjervis-chair-set.jpg,,Portjervis-chair-set.jpg,,Portjervis-chair-set.jpg,,1000,1,0,"Portjervis-chair-set1.jpg,Portjervis-chair-set2.jpg,Portjervis-chair-set3.jpg,Portjervis-chair-set4.jpg,Portjervis-chair-set5.jpg",,25T-TOV-G5464,"louisa chair, set of 2","17.5""W x 23.5""D x 35.75""H"
zm-001171,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Tables,Default Category/Modern Furniture/Modern Tables/Dining Tables",base,Potter dining table,A+D Modern's stylish Potter dining table features a flared trumpet white painted MDF base finished with a round walnut veneer top. Shown with the jericho dining chair (sold separately).,100,1,Taxable Goods,"Catalog, Search",1499,Potter-dining-table.jpg,,Potter-dining-table.jpg,,Potter-dining-table.jpg,,1000,1,0,"Potter-dining-table1.jpg,Potter-dining-table2.jpg",,29Z-100271,query dining table,"W53.5"" x H29.5"" x L53.5"""
tf-000979,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Living Room Chair",base,Preble armchair,"Showcasing a chic, designer pedigree, A+D Modern's Preble armchair is every bit stylish as it is comfortable. A wonderful seating option for living spaces, it is available in a variety of sophisticated fabric options with a gloss gold metal seating base.",65,1,Taxable Goods,"Catalog, Search",1229,Preble-armchair.jpg,,Preble-armchair.jpg,,Preble-armchair.jpg,,1000,1,0,"Preble-armchair1.jpg,Preble-armchair2.jpg,Preble-armchair3.jpg,Preble-armchair4.jpg,Preble-armchair5.jpg,Preble-armchair6.jpg,Preble-armchair7.jpg,Preble-armchair8.jpg,Preble-armchair9.jpg,Preble-armchair10.jpg,Preble-armchair11.jpg,Preble-armchair12.jpg,Preble-armchair13.jpg,Preble-armchair14.jpg,Preble-armchair15.jpg,Preble-armchair16.jpg,Preble-armchair17.jpg,Preble-armchair18.jpg,Preble-armchair19.jpg,Preble-armchair20.jpg",,25T-TOV-A91,losee armchair,"33.5""W x 29""D x 35.5""H"
nl-000626,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Stools and Ottomans",base,Preston barstool,"A practical yet stylish option for kitchen and entertaining spaces, our Preston bar stool features a padded leather seat and polished gold legs. Also available as a counter stool (sold separately).",20,1,Taxable Goods,"Catalog, Search",499,Preston-barstool.jpg,,Preston-barstool.jpg,,Preston-barstool.jpg,,1000,1,0,Preston-barstool1.jpg,,18N-HGEM829,montana bar stool,"17""½ x 13 x 30""½"""
nl-000625,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Stools and Ottomans",base,Preston counter stool,"A practical yet stylish option for kitchen and entertaining spaces, our Preston counter stool features a padded leather seat and polished gold legs. Also available as a bar stool (sold separately).",20,1,Taxable Goods,"Catalog, Search",449,Preston-counter-stool.jpg,,Preston-counter-stool.jpg,,Preston-counter-stool.jpg,,1000,1,0,Preston-counter-stool1.jpg,,18N-HGEM828,montana counter stool,"17""½ x 13 x 26""½"""
zm-001151,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Side and Dining Chair",base,Putnam dining chair - dark gray,"With its clean lines and rich wood tones, the Putnam Dining Chair lends a classic modern style to dining room or other seating spaces alike. The elegant grey seat of linen polyblend fabric is supported by a sturdy solid rubberwood frame. ",22,1,Taxable Goods,"Catalog, Search",199,Putnam-dining-chair-dark-gray.jpg,,Putnam-dining-chair-dark-gray.jpg,,Putnam-dining-chair-dark-gray.jpg,,1000,1,0,"Putnam-dining-chair-dark-gray1.jpg,Putnam-dining-chair-dark-gray2.jpg,Putnam-dining-chair-dark-gray3.jpg,Putnam-dining-chair-dark-gray4.jpg",,29Z-100019-Fl,overton dining chair - flint gray,"W19.3"" x D21.7"" x H31.3""<br />SW18.7"", SD15.7"", SH18"""
zm-001156,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Side and Dining Chair",base,Putnam dining chair - light gray,"With its clean lines and rich wood tones, the Putnam Dining Chair lends a classic modern style to dining rooms or other seating spaces alike. The elegant grey seat of linen polyblend fabric is supported by a sturdy solid rubberwood frame. ",22,1,Taxable Goods,"Catalog, Search",199,Putnam-dining-chair-light-gray.jpg,,Putnam-dining-chair-light-gray.jpg,,Putnam-dining-chair-light-gray.jpg,,1000,1,0,"Putnam-dining-chair-light-gray1.jpg,Putnam-dining-chair-light-gray2.jpg,Putnam-dining-chair-light-gray3.jpg,Putnam-dining-chair-light-gray4.jpg",,29Z-100116-Do,overton dining chair - dove gray,"W19.3"" x D21.7"" x H31.3""<br />SW18.7"", SD15.7"", SH18"""
